"","X.1","X","game_pk","officialDate","doubleHeader","dayNight","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","home_team_abb","league_home","division_home","away_team_abb","league_away","division_away","interplay","intradivision","winHome","home_games_10days","away_games_10days","home_sos_losses","home_sos_wins","home_sos_total","away_sos_losses","away_sos_wins","away_sos_total","home_exp_pct","wins_last5","home_wins_last10","home_losses_last10","home_wins_last10_athome","home_losses_last10_athome","home_runs_scored_last10","home_runs_against_last10","home_extra_innings_games","home_extra_innings_games_last","htoh_wins_home","htoh_wins_away","away_exp_pct","away_wins_last5","away_wins_last10","away_losses_last10","away_wins_last10_away","away_losses_last10_away","away_runs_scored_last10","away_runs_against_last10","away_extra_innings_games","away_extra_innings_games_last","away_pitcher_winpct","home_pitcher_winpct","away_pitcher_mean_ip","home_pitcher_mean_ip","away_pitcher_ERA","home_pitcher_ERA","away_pitcher_WHIP","home_pitcher_WHIP","last30_away_pitcher_winpct","last30_home_pitcher_winpct","last30_away_pitcher_mean_ip","last30_home_pitcher_mean_ip","last30_away_pitcher_ERA","last30_home_pitcher_ERA","last30_away_pitcher_WHIP","last30_home_pitcher_WHIP","home_dif_win_pct","away_dif_win_pct"
"229",229,229,718396,"2023-04-27","N","night",20,5,0.8,7,18,0.28,"CHW","American League","American League Central","TBR","American League","American League East",0,0,"0",9,9,0.553888888888889+0i,0.499142857142857,0.53856,0.553888888888889+0i,0.499142857142857,0.53856,0.304751826989848,0,1,9,1,3,26,56,1,0,0,3,0.83417374530441,3,7,3,3,1,51,29,1,0,0.777777777777778,0.222222222222222,5.55555555555556,5.12222222222222,2.34,4.86,1.22,1.446,0.6,0,5.4,4.8,3,7.5,1.296,1.792,0.0247518269898482,0.0341737453044095
"230",230,230,718400,"2023-04-27","N","night",6,19,0.24,14,11,0.56,"MIN","American League","American League Central","KCR","American League","American League Central",0,1,"1",9,9,0.410727272727273+0i,0.372428571428571,0.38928,0.410727272727273+0i,0.372428571428571,0.38928,0.573490370227349,3,4,6,3,3,46,51,1,0,3,0,0.269509799991984,2,2,8,2,4,32,58,0,0,0.111111111111111,0.2,5.13333333333333,5.04,5.01,3.16,1.243,1.052,0.2,0,4.82,5.05,5.92,1.74,1.233,0.484,0.0134903702273494,0.0295097999919837
"231",231,231,718397,"2023-04-27","N","night",14,11,0.56,14,10,0.583,"TEX","American League","American League West","NYY","American League","American League East",0,0,"0",9,9,0.3611+0i,0.269285714285714,0.307541666666667,0.3611+0i,0.269285714285714,0.307541666666667,0.711764705882353,2,6,4,2,1,79,35,0,0,0,0,0.590163934426229,2,5,5,1,2,36,41,1,0,0.5,0.25,6.22,5.25,2.01,4.71,1.085,1.191,0.166666666666667,0.2,5.68333333333333,5.82,2.88,4.6,1.369,1.091,0.128764705882353,0.0301639344262294
"232",232,232,718387,"2023-04-28","N","day",6,20,0.231,15,11,0.577,"MIN","American League","American League Central","KCR","American League","American League Central",0,1,"1",10,9,0.410727272727273+0i,0.3636,0.383538461538462,0.410727272727273+0i,0.3636,0.383538461538462,0.598549886570882,4,5,5,4,3,53,50,1,1,4,0,0.254648283000037,1,2,8,2,5,29,60,0,0,0,NA,5.68888888888889,NA,7.14,NA,1.336,NA,0,NA,5.22,NA,9.57,NA,1.405,NA,0.0215498865708821,0.0236482830000369
"233",233,233,718391,"2023-04-28","N","night",14,10,0.583,13,13,0.5,"MIA","National League","National League East","CHC","National League","National League Central",0,0,"1",9,9,0.515846153846154+0i,0.594461538461538,0.555153846153846,0.515846153846154+0i,0.594461538461538,0.555153846153846,0.323208374340163,1,5,5,2,1,36,48,1,0,0,0,0.697047349498967,2,6,4,3,0,62,32,0,0,0.222222222222222,NA,5.55555555555556,NA,3.24,NA,1.18,NA,0,NA,5.33333333333333,NA,4.5,NA,1.281,NA,-0.176791625659837,0.114047349498967
"234",234,234,718392,"2023-04-28","N","night",11,14,0.44,16,9,0.64,"TOR","American League","American League East","SEA","American League","American League West",0,0,"1",8,8,0.400222222222222+0i,0.431,0.41992,0.400222222222222+0i,0.431,0.41992,0.561710095178655,4,6,4,3,1,41,34,0,0,0,0,0.504651062172803,2,4,6,1,2,35,41,1,0,0.222222222222222,0.111111111111111,5.68888888888889,5,3.31,5.4,1.045,1.8,0,0,5.4,5.04,5.67,4.21,1.444,1.675,-0.078289904821345,0.0646510621728032
"235",235,235,718395,"2023-04-28","N","night",12,13,0.48,13,13,0.5,"BOS","American League","American League East","CLE","American League","American League Central",0,0,"0",9,9,0.654384615384615+0i,0.566076923076923,0.610230769230769,0.654384615384615+0i,0.566076923076923,0.610230769230769,0.52814667988107,2,5,5,2,2,59,54,1,0,0,0,0.436222147034656,2,3,7,1,3,27,39,0,0,0.333333333333333,0.375,6.23333333333333,5,3.2,6.3,1.225,1.55,0.4,0.6,6.22,5.2,3.45,7.27,1.309,1.654,0.0281466798810703,-0.0437778529653439
"236",236,236,718394,"2023-04-28","N","night",17,9,0.654,15,11,0.577,"NYM","National League","National League East","ATL","National League","National League East",0,1,"0",9,9,0.448090909090909+0i,0.369466666666667,0.402730769230769,0.448090909090909+0i,0.369466666666667,0.402730769230769,0.551586125111177,1,5,5,1,2,47,47,0,0,0,0,0.665505355620622,3,5,5,2,1,47,32,0,0,0.4,0.125,5.2,4.875,2.08,8.08,1.077,1.744,0.333333333333333,0,5.73333333333333,4.525,2.55,10.31,1.132,1.855,-0.025413874888823,0.0115053556206219
"237",237,237,718393,"2023-04-28","N","night",21,5,0.808,7,19,0.269,"CHW","American League","American League Central","TBR","American League","American League East",0,0,"0",10,9,0.566842105263158+0i,0.499142857142857,0.548615384615385,0.566842105263158+0i,0.499142857142857,0.548615384615385,0.287497886252184,0,1,9,1,3,27,62,1,0,0,4,0.83866804336603,3,7,3,3,1,57,33,1,0,0.714285714285714,0.222222222222222,5.71428571428571,5.91111111111111,3.38,3.86,1.075,1.118,0.6,0.333333333333333,5.8,6.36666666666667,3.41,3.03,1.035,0.905,0.0184978862521842,0.0306680433660299
"238",238,238,718388,"2023-04-28","N","night",15,11,0.577,14,11,0.56,"TEX","American League","American League West","NYY","American League","American League East",0,0,"1",9,10,0.379181818181818+0i,0.269285714285714,0.31764,0.379181818181818+0i,0.269285714285714,0.31764,0.700518134715026,1,5,5,2,2,72,38,0,0,0,1,0.597105864432597,2,5,5,2,2,38,43,1,0,0.111111111111111,0.333333333333333,4.44444444444444,5.01666666666667,6.3,2.67,1.65,0.758,0.166666666666667,0.5,4.85,4.6,5.52,0.93,1.534,0.517,0.140518134715026,0.0201058644325971
"239",239,239,718389,"2023-04-28","N","night",13,13,0.5,14,11,0.56,"HOU","American League","American League West","PHI","National League","National League East",1,0,"0",8,10,0.47+0i,0.6865,0.59124,0.47+0i,0.6865,0.59124,0.627487352445194,4,7,3,2,2,46,33,0,0,0,0,0.458057239531933,4,7,3,2,1,39,33,0,0,0.333333333333333,0.333333333333333,6.13333333333333,6.33333333333333,4.53,2.84,1.114,1.123,0.4,0.4,6.82,6.4,3.67,3.66,0.903,1.094,0.0674873524451939,-0.0419427604680671
"240",240,240,718386,"2023-04-28","N","night",14,12,0.538,16,9,0.64,"MIL","National League","National League Central","LAA","American League","American League West",1,0,"1",8,10,0.407444444444444+0i,0.53625,0.48988,0.407444444444444+0i,0.53625,0.48988,0.631004366812227,2,6,4,2,4,43,42,1,0,0,0,0.568900535893057,4,6,4,1,2,58,52,2,0,0.142857142857143,0.375,5.31428571428571,5.15,5.26,3.67,1.62,1.128,0,0.2,5.75,4.64,4.3,5.32,1.478,1.268,-0.00899563318777297,0.0309005358930569
"241",241,241,718390,"2023-04-28","N","night",14,12,0.538,8,18,0.308,"COL","National League","National League West","ARI","National League","National League West",0,1,"0",9,9,0.404166666666667+0i,0.279,0.365653846153846,0.404166666666667+0i,0.279,0.365653846153846,0.313559045349179,2,3,7,0,3,35,55,0,0,0,0,0.491803829358414,2,5,5,2,1,52,52,0,0,0.444444444444444,0.444444444444444,5.78888888888889,5.67777777777778,2.92,3.16,1.089,1.11,0.6,0.4,6.2,6,3.19,2.7,0.968,1,0.00555904534917889,-0.0461961706415855
"242",242,242,718380,"2023-04-28","N","night",10,15,0.4,5,21,0.192,"OAK","American League","American League West","CIN","National League","National League Central",1,0,"0",9,9,0.602190476190476+0i,0.5024,0.583,0.602190476190476+0i,0.5024,0.583,0.179030048406247,1,2,8,0,3,37,87,1,0,0,0,0.422878037970008,3,4,6,0,4,33,46,0,0,0.166666666666667,0,4.33333333333333,4.5,9,9,2.231,2.278,0.333333333333333,0,4.66666666666667,4.5,5.14,9,1.786,2.278,-0.0129699515937529,0.0228780379700081
"243",243,243,718382,"2023-04-28","N","night",10,16,0.385,13,13,0.5,"LAD","National League","National League West","STL","National League","National League Central",0,0,"1",9,9,0.499615384615385+0i,0.508,0.503807692307692,0.499615384615385+0i,0.508,0.503807692307692,0.535250207354161,3,5,5,1,2,47,56,0,0,0,0,0.479088650124243,2,3,7,2,5,50,48,0,0,0.333333333333333,0.444444444444444,5.12222222222222,5.33333333333333,5.24,2.63,1.576,0.938,0.4,0.6,5,4.8,7.2,2.25,1.72,0.958,0.035250207354161,0.0940886501242432
"244",244,244,718401,"2023-04-29","N","night",17,8,0.68,9,15,0.375,"DET","American League","American League Central","BAL","American League","American League East",0,0,NA,10,9,0.567733333333333+0i,0.536555555555556,0.556041666666667,0.567733333333333+0i,0.536555555555556,0.556041666666667,0.275508150533307,2,4,6,2,2,24,33,1,0,0,4,0.599009900990099,4,9,1,4,0,46,25,1,0,0.25,0.285714285714286,4.625,4.57142857142857,6.57,6.47,1.73,1.563,0.4,0.4,4.44,4.6,6.35,7.43,1.809,1.565,-0.0994918494666935,-0.0809900990099011
"245",245,245,718399,"2023-04-29","N","night",18,8,0.692,9,15,0.375,"WSN","National League","National League East","PIT","National League","National League Central",0,0,NA,8,9,0.603666666666667+0i,0.586777777777778,0.597333333333333,0.603666666666667+0i,0.586777777777778,0.597333333333333,0.434950968066382,3,5,5,1,3,42,36,0,0,0,0,0.649349681362501,4,9,1,3,0,66,26,0,0,0.571428571428571,0,5.01428571428571,4.4,3.06,9.41,1.16,1.955,0.75,0,5.5,3.55,1.64,11.05,0.909,2.455,0.0599509680663817,-0.0426503186374986
"246",246,246,718381,"2023-04-29","S","day",17,8,0.68,9,15,0.375,"DET","American League","American League Central","BAL","American League","American League East",0,0,"1",8,8,0.567733333333333+0i,0.536555555555556,0.556041666666667,0.567733333333333+0i,0.536555555555556,0.556041666666667,0.275508150533307,2,4,6,2,2,24,33,1,0,0,4,0.599009900990099,4,9,1,4,0,46,25,1,0,0.555555555555556,0.444444444444444,5.23333333333333,6.24444444444444,4.94,2.06,1.416,0.865,0.833333333333333,0.666666666666667,5.83333333333333,6.7,3.34,1.11,1.286,0.689,-0.0994918494666935,-0.0809900990099011
"247",247,247,718401,"2023-04-29","S","night",17,8,0.68,9,15,0.375,"DET","American League","American League Central","BAL","American League","American League East",0,0,"0",8,8,0.567733333333333+0i,0.536555555555556,0.556041666666667,0.567733333333333+0i,0.536555555555556,0.556041666666667,0.275508150533307,2,4,6,2,2,24,33,1,0,0,4,0.599009900990099,4,9,1,4,0,46,25,1,0,0.25,0.285714285714286,4.625,4.57142857142857,6.57,6.47,1.73,1.563,0.4,0.4,4.44,4.6,6.35,7.43,1.809,1.565,-0.0994918494666935,-0.0809900990099011
"248",248,248,718383,"2023-04-29","S","day",18,8,0.692,9,15,0.375,"WSN","National League","National League East","PIT","National League","National League Central",0,0,"0",7,8,0.603666666666667+0i,0.586777777777778,0.597333333333333,0.603666666666667+0i,0.586777777777778,0.597333333333333,0.434950968066382,3,5,5,1,3,42,36,0,0,0,0,0.649349681362501,4,9,1,3,0,66,26,0,0,0.444444444444444,0.222222222222222,5.23333333333333,5.56666666666667,3.8,4.65,1.352,1.431,0.6,0.2,5.22,6.02,2.39,3.56,1.367,1.22,0.0599509680663817,-0.0426503186374986
"249",249,249,718399,"2023-04-29","S","night",18,8,0.692,9,15,0.375,"WSN","National League","National League East","PIT","National League","National League Central",0,0,"0",7,8,0.603666666666667+0i,0.586777777777778,0.597333333333333,0.603666666666667+0i,0.586777777777778,0.597333333333333,0.434950968066382,3,5,5,1,3,42,36,0,0,0,0,0.649349681362501,4,9,1,3,0,66,26,0,0,0.571428571428571,0,5.01428571428571,4.4,3.06,9.41,1.16,1.955,0.75,0,5.5,3.55,1.64,11.05,0.909,2.455,0.0599509680663817,-0.0426503186374986
"250",250,250,718378,"2023-04-29","N","day",6,21,0.222,16,11,0.593,"MIN","American League","American League Central","KCR","American League","American League Central",0,1,"0",10,9,0.410727272727273+0i,0.3553125,0.377888888888889,0.410727272727273+0i,0.3553125,0.377888888888889,0.601165109277867,4,6,4,5,3,57,51,0,0,5,0,0.260379343216857,1,2,8,2,6,35,64,0,0,0.333333333333333,0.6,4.78888888888889,6.02,4.36,1.78,1.869,0.956,0.166666666666667,0.6,4.35,6.02,5.81,1.78,2.354,0.956,0.00816510927786684,0.0383793432168568
"251",251,251,718379,"2023-04-29","N","day",11,15,0.423,17,9,0.654,"TOR","American League","American League East","SEA","American League","American League West",0,0,"1",8,8,0.400222222222222+0i,0.431529411764706,0.420692307692308,0.400222222222222+0i,0.431529411764706,0.420692307692308,0.564662411823984,5,7,3,4,0,43,28,0,0,1,0,0.5,1,3,7,1,3,36,44,1,0,0,0.222222222222222,6.2,6.11111111111111,0,3.27,0.3,1.091,0,0.2,6.2,6.02,0,2.97,0.3,1.022,-0.0893375881760161,0.077
"252",252,252,718375,"2023-04-29","N","day",14,11,0.56,14,13,0.519,"MIA","National League","National League East","CHC","National League","National League Central",0,0,"1",9,9,0.515846153846154+0i,0.593642857142857,0.556185185185185,0.515846153846154+0i,0.593642857142857,0.556185185185185,0.331379177542899,2,5,5,2,1,35,47,1,0,1,0,0.689200602210553,2,5,5,2,1,54,34,0,0,0,0.333333333333333,3.1,4.45555555555556,18.9,5.13,3.6,1.587,0,0.5,3.1,4.7,18.9,5.34,3.6,1.43,-0.187620822457101,0.129200602210553
"253",253,253,718377,"2023-04-29","N","day",11,15,0.423,5,22,0.185,"OAK","American League","American League West","CIN","National League","National League Central",1,0,"0",9,9,0.593+0i,0.5024,0.576222222222222,0.593+0i,0.5024,0.576222222222222,0.184302468629542,1,2,8,0,3,43,88,1,0,0,1,0.44417506698992,4,4,6,1,4,36,52,0,0,0,0.111111111111111,4.77777777777778,4.66666666666667,4.6,7.71,1.581,1.952,0,0.2,5.2,4.62,4.85,8.1,1.615,1.929,-0.000697531370458471,0.0211750669899196
"254",254,254,718385,"2023-04-29","N","day",13,13,0.5,13,14,0.481,"BOS","American League","American League East","CLE","American League","American League Central",0,0,"1",9,8,0.641928571428571+0i,0.566076923076923,0.605407407407407,0.641928571428571+0i,0.566076923076923,0.605407407407407,0.517177059476306,2,5,5,2,2,57,54,1,1,0,1,0.452488687782805,3,4,6,2,2,26,34,0,0,0.2,0.5,4.22,4.68333333333333,7.59,4.45,1.969,1.588,0,0.6,4.05,5.04,8.64,3.16,2.52,1.403,0.0361770594763063,-0.0475113122171946
"255",255,255,718372,"2023-04-29","N","day",14,13,0.519,14,12,0.538,"HOU","American League","American League West","PHI","National League","National League East",1,0,"0",8,9,0.4725+0i,0.6865,0.587730769230769,0.4725+0i,0.6865,0.587730769230769,0.616553916374603,3,7,3,2,2,46,27,0,0,0,1,0.466978235655318,4,7,3,2,1,35,30,0,0,0.333333333333333,0.444444444444444,5.66666666666667,5.8,4.06,3.25,1.196,0.968,0.5,0.4,5.85,6.04,4.08,2.93,1.104,0.848,0.0785539163746026,-0.0520217643446818
"256",256,256,718384,"2023-04-29","N","night",11,14,0.44,13,14,0.481,"SDP","National League","National League West","SFG","National League","National League West",0,1,"1",8,9,0.604285714285714+0i,0.674153846153846,0.637925925925926,0.604285714285714+0i,0.674153846153846,0.637925925925926,0.409022619146983,3,5,5,1,2,28,46,0,0,0,0,0.452894688476383,4,6,4,1,1,39,43,1,0,0.166666666666667,0.25,4.53333333333333,4.75,7.81,6.63,1.699,1.632,0.25,0.25,4.025,4.75,9.92,6.63,2.082,1.632,-0.0719773808530172,0.012894688476383
"257",257,257,718374,"2023-04-29","N","night",15,12,0.556,15,11,0.577,"TEX","American League","American League West","NYY","American League","American League East",0,0,"1",9,10,0.379181818181818+0i,0.2898,0.327615384615385,0.379181818181818+0i,0.2898,0.327615384615385,0.705582927294009,1,5,5,3,2,73,40,0,0,1,1,0.580049096183888,2,5,5,2,3,38,43,1,0,0.375,0.555555555555556,4.5125,6.67777777777778,5.2,2.83,1.431,0.995,0.2,0.666666666666667,5.04,7.36666666666667,4.56,1.61,1.442,0.806,0.128582927294009,0.0240490961838875
"258",258,258,718373,"2023-04-29","N","night",22,5,0.815,7,20,0.259,"CHW","American League","American League Central","TBR","American League","American League East",0,0,"0",9,9,0.5789+0i,0.499142857142857,0.558222222222222,0.5789+0i,0.499142857142857,0.558222222222222,0.287873443138957,0,1,10,1,4,29,65,1,0,0,5,0.836238088661787,3,8,2,4,0,59,27,1,0,0,0.222222222222222,3.5,5.67777777777778,6.43,6.66,1.571,1.52,0,0.333333333333333,1.7,5.85,10.13,6.37,2.063,1.472,0.0288734431389575,0.0212380886617871
"259",259,259,718376,"2023-04-29","N","night",14,13,0.519,17,9,0.654,"MIL","National League","National League Central","LAA","American League","American League West",1,0,"1",8,10,0.407444444444444+0i,0.536352941176471,0.491730769230769,0.407444444444444+0i,0.536352941176471,0.491730769230769,0.633672365288898,2,6,4,3,4,44,43,1,0,1,0,0.564369835008206,3,5,5,0,3,54,52,2,0,0,0.444444444444444,5,5.68888888888889,4.89,3.48,1.514,1.161,0,0.4,4.75,5.8,5.21,2.48,1.684,1.241,-0.0203276347111015,0.0453698350082063
"260",260,260,718366,"2023-04-29","N","night",15,12,0.556,8,19,0.296,"COL","National League","National League West","ARI","National League","National League West",0,1,"0",9,9,0.411210526315789+0i,0.279,0.372037037037037,0.411210526315789+0i,0.279,0.372037037037037,0.292418772563177,2,3,7,0,3,33,50,0,0,0,1,0.523608873466353,3,5,5,2,1,55,50,0,0,0.2,0,5.4,3.73333333333333,5,6.17,1.482,1.8,0.2,0,5.4,3.1,5,10.8,1.482,2.25,-0.0035812274368231,-0.0323911265336474
"261",261,261,718369,"2023-04-29","N","night",10,17,0.37,14,13,0.519,"LAD","National League","National League West","STL","National League","National League Central",0,0,"1",9,9,0.499615384615385+0i,0.499214285714286,0.499407407407407,0.499615384615385+0i,0.499214285714286,0.499407407407407,0.548938830013922,3,6,4,2,1,48,51,0,0,1,0,0.463902580458104,1,3,7,2,6,50,49,0,0,0.222222222222222,0.666666666666667,5.67777777777778,5.91111111111111,4.21,2.52,1.344,1.025,0,0.666666666666667,5.5,5.86666666666667,5.18,2.02,1.485,0.981,0.0299388300139216,0.0939025804581038
"262",262,262,718364,"2023-04-30","N","day",14,12,0.538,15,13,0.536,"MIA","National League","National League East","CHC","National League","National League Central",0,0,"1",9,9,0.515846153846154+0i,0.5914,0.556321428571429,0.515846153846154+0i,0.5914,0.556321428571429,0.34464981287711,3,5,5,2,1,38,51,1,1,2,0,0.676,2,4,6,1,2,56,41,0,0,0.666666666666667,0,6.12222222222222,7.05,2.44,4.4,1.03,1.535,0.666666666666667,0,6.01666666666667,7.05,2.97,4.4,1.128,1.535,-0.19135018712289,0.138
"263",263,263,718370,"2023-04-30","N","day",13,14,0.481,14,14,0.5,"BOS","American League","American League East","CLE","American League","American League Central",0,0,"1",9,8,0.641928571428571+0i,0.561357142857143,0.601642857142857,0.641928571428571+0i,0.561357142857143,0.601642857142857,0.519600307455803,2,5,5,2,2,60,57,1,0,1,1,0.451227682970086,2,4,6,2,2,30,38,1,1,0.25,0.375,5.25,5.3875,3.43,5.4,1.476,1.269,0.25,0.4,5.25,6.22,3.43,3.16,1.476,0.957,0.0196003074558032,-0.0297723170299137
"264",264,264,718367,"2023-04-30","N","day",20,8,0.714,9,17,0.346,"WSN","National League","National League East","PIT","National League","National League Central",0,0,"1",8,9,0.614058823529412+0i,0.586777777777778,0.604615384615385,0.614058823529412+0i,0.586777777777778,0.604615384615385,0.364788896212151,2,4,6,0,4,35,46,0,0,0,2,0.699236371141316,4,9,1,3,0,69,24,0,0,0.25,0.333333333333333,5.25,5.8,5.14,2.73,1.643,1.348,0.2,0.5,4.64,6,7.23,2,1.986,1.306,0.0187888962121506,-0.0147636288586844
"265",265,265,718363,"2023-04-30","N","day",11,16,0.407,18,9,0.667,"TOR","American League","American League East","SEA","American League","American League West",0,0,"0",8,8,0.400222222222222+0i,0.431055555555556,0.420777777777778,0.400222222222222+0i,0.431055555555556,0.420777777777778,0.568639053254438,5,8,2,5,0,42,19,1,0,2,0,0.49547520576553,1,3,7,1,4,33,38,2,1,0.375,0.555555555555556,4.7625,6.22222222222222,6.1,3.05,1.591,1.018,0.333333333333333,0.666666666666667,4.53333333333333,6.7,6.83,1.33,1.59,0.787,-0.0983609467455622,0.0884752057655297
"266",266,266,718360,"2023-04-30","N","day",18,9,0.667,10,16,0.385,"DET","American League","American League Central","BAL","American League","American League East",0,0,"0",9,9,0.57475+0i,0.5509,0.565576923076923,0.57475+0i,0.5509,0.565576923076923,0.299481865284974,2,3,7,1,3,30,40,1,0,1,5,0.587443554260743,3,8,2,3,1,47,32,1,0,0.285714285714286,0.142857142857143,4.58571428571429,4.42857142857143,3.9,7.26,1.299,1.677,0.333333333333333,0,5.03333333333333,4.5,4.11,6,1.304,1.5,-0.0855181347150259,-0.0795564457392571
"267",267,267,718362,"2023-04-30","N","day",7,21,0.25,16,12,0.571,"MIN","American League","American League Central","KCR","American League","American League Central",0,1,"1",10,9,0.395+0i,0.3553125,0.372321428571429,0.395+0i,0.3553125,0.372321428571429,0.594784954293421,3,5,5,5,4,49,50,0,0,5,1,0.268119614799797,2,3,7,3,6,36,54,0,0,0.333333333333333,0.444444444444444,5.02222222222222,5.45555555555556,7.09,1.64,1.533,1.155,0.333333333333333,0.333333333333333,4.86666666666667,5.35,6.67,2.23,1.584,1.237,0.0237849542934213,0.0181196147997973
"268",268,268,718355,"2023-04-30","N","day",23,5,0.821,7,21,0.25,"CHW","American League","American League Central","TBR","American League","American League East",0,0,"1",9,9,0.590142857142857+0i,0.499142857142857,0.567392857142857,0.590142857142857+0i,0.499142857142857,0.567392857142857,0.270668722297167,0,0,10,0,4,25,70,1,0,0,6,0.843887208508147,3,8,2,4,0,61,30,1,0,0.5,0.333333333333333,5.525,5.23333333333333,2.62,4.56,1.052,1.458,0.4,0.166666666666667,5.42,5.16666666666667,2.63,5.81,1.171,1.516,0.0206687222971671,0.0228872085081472
"269",269,269,718365,"2023-04-30","N","day",14,14,0.5,18,9,0.667,"MIL","National League","National League Central","LAA","American League","American League West",1,0,"0",8,10,0.407444444444444+0i,0.535388888888889,0.492740740740741,0.407444444444444+0i,0.535388888888889,0.492740740740741,0.635211103787849,3,6,4,4,4,44,45,1,1,2,0,0.554383651944628,3,5,5,0,3,57,56,1,0,NA,0,NA,5.16666666666667,NA,5.52,NA,1.29,NA,0,NA,5.02,NA,6.39,NA,1.461,-0.0317888962121506,0.0543836519446276
"270",270,270,718356,"2023-04-30","N","day",15,13,0.536,16,11,0.593,"TEX","American League","American League West","NYY","American League","American League East",0,0,"1",9,10,0.379181818181818+0i,0.3064375,0.336074074074074,0.379181818181818+0i,0.3064375,0.336074074074074,0.710686104052427,2,5,5,4,2,63,38,0,0,2,1,0.57007500986972,2,4,6,2,4,35,43,0,0,0.375,NA,5.2625,NA,5.53,NA,1.323,NA,0.2,NA,5,NA,7.56,NA,1.52,NA,0.117686104052428,0.0340750098697197
"271",271,271,718358,"2023-04-30","N","day",16,12,0.571,8,20,0.286,"COL","National League","National League West","ARI","National League","National League West",0,1,"1",9,9,0.41845+0i,0.279,0.378607142857143,0.41845+0i,0.279,0.378607142857143,0.280409155785801,2,3,7,0,3,34,56,0,0,0,2,0.548214531917827,4,5,5,2,1,58,47,0,0,0.111111111111111,0.333333333333333,5.11111111111111,4.9,5.48,6.7,1.478,1.534,0,0.5,4.83333333333333,5,6.52,6,1.655,1.5,-0.00559084421419886,-0.0227854680821729
"272",272,272,718368,"2023-04-30","N","day",11,15,0.423,14,14,0.5,"SDP","National League","National League West","SFG","National League","National League West",0,1,"1",8,9,0.604285714285714+0i,0.657428571428571,0.630857142857143,0.604285714285714+0i,0.657428571428571,0.630857142857143,0.439004149377593,3,6,4,2,1,44,55,0,0,1,0,0.43869370431502,3,6,4,1,1,48,55,1,0,0.333333333333333,0.25,5.66666666666667,6,1.94,3.56,1.353,1.125,0.5,0.4,6.03333333333333,5.84,1.47,3.64,1.309,1.146,-0.0609958506224066,0.01569370431502
"273",273,273,718357,"2023-04-30","N","day",12,15,0.444,5,23,0.179,"OAK","American League","American League West","CIN","National League","National League Central",1,0,"1",9,9,0.585608695652174+0i,0.5024,0.57075,0.585608695652174+0i,0.5024,0.57075,0.185910105196047,0,2,8,0,3,45,87,1,0,0,2,0.449151762432126,5,5,5,2,4,39,44,0,0,0.285714285714286,0.125,4.87142857142857,5.125,6.29,7.02,1.748,1.829,0,0.2,4.275,5.2,10.38,5.19,2.077,1.769,0.00691010519604718,0.00515176243212567
"274",274,274,718359,"2023-04-30","N","day",10,18,0.357,15,13,0.536,"LAD","National League","National League West","STL","National League","National League Central",0,0,"1",9,9,0.499615384615385+0i,0.4906,0.494785714285714,0.499615384615385+0i,0.4906,0.494785714285714,0.552486187845304,3,6,4,2,1,44,51,0,0,2,0,0.460063897763578,1,3,7,2,7,43,42,0,0,0.166666666666667,0.125,5,4.5125,5.4,5.94,1.7,1.376,0.333333333333333,0.2,5.06666666666667,4.02,5.17,6.2,1.66,1.475,0.0164861878453039,0.103063897763578
"275",275,275,718354,"2023-04-30","N","night",15,13,0.536,14,13,0.519,"HOU","American League","American League West","PHI","National League","National League East",1,0,"1",8,9,0.476076923076923+0i,0.6865,0.585185185185185,0.476076923076923+0i,0.6865,0.585185185185185,0.591725995766789,2,6,4,1,3,38,31,0,0,0,2,0.487953555878084,4,8,2,3,0,41,28,0,0,0,NA,5.72857142857143,NA,5.13,NA,1.438,NA,0,NA,6.275,NA,5.33,NA,1.5,NA,0.0727259957667885,-0.0480464441219158
"276",276,276,718361,"2023-05-01","N","day",18,9,0.667,15,12,0.556,"NYM","National League","National League East","ATL","National League","National League East",0,1,NA,8,8,0.46525+0i,0.369466666666667,0.412037037037037,0.46525+0i,0.369466666666667,0.412037037037037,0.533859397417504,1,4,6,1,3,39,45,1,0,0,1,0.678470910969397,4,5,5,2,1,49,32,1,1,0.625,0.5,5.8875,5.0125,2.85,4.02,1.373,1.512,0.6,0.2,6.2,4.82,2.32,5.18,1.194,1.726,-0.0221406025824965,0.0114709109693968
"277",277,277,718352,"2023-05-01","Y","day",18,9,0.667,15,12,0.556,"NYM","National League","National League East","ATL","National League","National League East",0,1,"0",7,8,0.46525+0i,0.369466666666667,0.412037037037037,0.46525+0i,0.369466666666667,0.412037037037037,0.533859397417504,1,4,6,1,3,39,45,1,0,0,1,0.678470910969397,4,5,5,2,1,49,32,1,1,0.444444444444444,0,5.68888888888889,7.1,2.96,6.14,1.007,1.5,0.5,0,5.86666666666667,2.1,2.78,19.29,0.925,3.429,-0.0221406025824965,0.0114709109693968
